# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Grid: -8.0 to 20.0 MeV, 0.1 MeV step
# Radial grid: 0.1 to 15.0 fm, 0.1 fm step
#
# Columns: E(MeV)  k  r(fm)  V(MeV)  W(MeV)
   8.00000   1   13.400000   -4.476345e-05   -2.142376e-06
   8.00000   1   13.500000   -3.857289e-05   -1.798528e-06
   8.00000   1   13.600000   -3.323846e-05   -1.510302e-06
   8.00000   1   13.700000   -2.864175e-05   -1.268636e-06
   8.00000   1   13.800000   -2.468074e-05   -1.065954e-06
   8.00000   1   13.900000   -2.126752e-05   -8.959227e-07
   8.00000   1   14.000000   -1.832633e-05   -7.532419e-07
   8.00000   1   14.100000   -1.579189e-05   -6.334785e-07
   8.00000   1   14.200000   -1.360795e-05   -5.329230e-07
   8.00000   1   14.300000   -1.172604e-05   -4.484703e-07
   8.00000   1   14.400000   -1.010439e-05   -3.775208e-07
   8.00000   1   14.500000   -8.707001e-06   -3.178978e-07
   8.00000   1   14.600000   -7.502866e-06   -2.677779e-07
   8.00000   1   14.700000   -6.465257e-06   -2.256336e-07
   8.00000   1   14.800000   -5.571145e-06   -1.901848e-07
   8.00000   1   14.900000   -4.800683e-06   -1.603584e-07
   8.00000   1   15.000000   -4.136773e-06   -1.352548e-07
   8.00000   2    0.100000   -4.763270e+01   -6.259215e-01
   8.00000   2    0.200000   -4.761216e+01   -6.279193e-01
   8.00000   2    0.300000   -4.759066e+01   -6.303351e-01
   8.00000   2    0.400000   -4.756757e+01   -6.332558e-01
   8.00000   2    0.500000   -4.754217e+01   -6.367860e-01
   8.00000   2    0.600000   -4.751361e+01   -6.410516e-01
   8.00000   2    0.700000   -4.748091e+01   -6.462044e-01
   8.00000   2    0.800000   -4.744296e+01   -6.524272e-01
   8.00000   2    0.900000   -4.739846e+01   -6.599398e-01
   8.00000   2    1.000000   -4.734593e+01   -6.690067e-01
   8.00000   2    1.100000   -4.728366e+01   -6.799452e-01
   8.00000   2    1.200000   -4.720970e+01   -6.931365e-01
   8.00000   2    1.300000   -4.712183e+01   -7.090372e-01
   8.00000   2    1.400000   -4.701749e+01   -7.281940e-01
   8.00000   2    1.500000   -4.689381e+01   -7.512599e-01
   8.00000   2    1.600000   -4.674749e+01   -7.790137e-01
   8.00000   2    1.700000   -4.657483e+01   -8.123814e-01
   8.00000   2    1.800000   -4.637169e+01   -8.524613e-01
   8.00000   2    1.900000   -4.613341e+01   -9.005507e-01
   8.00000   2    2.000000   -4.585484e+01   -9.581754e-01
   8.00000   2    2.100000   -4.553029e+01   -1.027120e+00
   8.00000   2    2.200000   -4.515355e+01   -1.109457e+00
   8.00000   2    2.300000   -4.471792e+01   -1.207575e+00
   8.00000   2    2.400000   -4.421625e+01   -1.324194e+00
   8.00000   2    2.500000   -4.364105e+01   -1.462376e+00
   8.00000   2    2.600000   -4.298459e+01   -1.625501e+00
   8.00000   2    2.700000   -4.223914e+01   -1.817223e+00
   8.00000   2    2.800000   -4.139721e+01   -2.041371e+00
   8.00000   2    2.900000   -4.045184e+01   -2.301783e+00
   8.00000   2    3.000000   -3.939702e+01   -2.602058e+00
   8.00000   2    3.100000   -3.822812e+01   -2.945209e+00
   8.00000   2    3.200000   -3.694236e+01   -3.333185e+00
   8.00000   2    3.300000   -3.553928e+01   -3.766281e+00
   8.00000   2    3.400000   -3.402124e+01   -4.242440e+00
   8.00000   2    3.500000   -3.239379e+01   -4.756503e+00
   8.00000   2    3.600000   -3.066591e+01   -5.299501e+00
   8.00000   2    3.700000   -2.885009e+01   -5.858129e+00
   8.00000   2    3.800000   -2.696217e+01   -6.414589e+00
   8.00000   2    3.900000   -2.502098e+01   -6.946991e+00
   8.00000   2    4.000000   -2.304766e+01   -7.430465e+00
   8.00000   2    4.100000   -2.106490e+01   -7.839032e+00
   8.00000   2    4.200000   -1.909589e+01   -8.148096e+00
   8.00000   2    4.300000   -1.716339e+01   -8.337231e+00
   8.00000   2    4.400000   -1.528870e+01   -8.392785e+00
   8.00000   2    4.500000   -1.348598e+01   -8.309747e+00
   8.00000   2    4.600000   -1.176745e+01   -8.092476e+00
   8.00000   2    4.700000   -1.014623e+01   -7.754108e+00
   8.00000   2    4.800000   -8.631913e+00   -7.314781e+00
   8.00000   2    4.900000   -7.230598e+00   -6.799082e+00
   8.00000   2    5.000000   -5.945161e+00   -6.233246e+00
   8.00000   2    5.100000   -4.775620e+00   -5.642600e+00
   8.00000   2    5.200000   -3.719594e+00   -5.049615e+00
   8.00000   2    5.300000   -2.772792e+00   -4.472703e+00
   8.00000   2    5.400000   -1.929498e+00   -3.925745e+00
   8.00000   2    5.500000   -1.183011e+00   -3.418199e+00
   8.00000   2    5.600000   -5.260384e-01   -2.955598e+00
   8.00000   2    5.700000    4.898134e-02   -2.540250e+00
   8.00000   2    5.800000    5.496179e-01   -2.172002e+00
   8.00000   2    5.900000    9.832510e-01   -1.848945e+00
   8.00000   2    6.000000    1.356927e+00   -1.568036e+00
   8.00000   2    6.100000    1.677265e+00   -1.325581e+00
   8.00000   2    6.200000    1.950394e+00   -1.117613e+00
   8.00000   2    6.300000    2.181931e+00   -9.401499e-01
   8.00000   2    6.400000    2.376974e+00   -7.893713e-01
   8.00000   2    6.500000    2.540112e+00   -6.617272e-01
   8.00000   2    6.600000    2.675449e+00   -5.539926e-01
   8.00000   2    6.700000    2.786635e+00   -4.632896e-01
   8.00000   2    6.800000    2.876900e+00   -3.870846e-01
   8.00000   2    6.900000    2.949089e+00   -3.231708e-01
   8.00000   2    7.000000    3.005703e+00   -2.696426e-01
   8.00000   2    7.100000    3.048927e+00   -2.248656e-01
   8.00000   2    7.200000    3.080672e+00   -1.874459e-01
   8.00000   2    7.300000    3.102598e+00   -1.561999e-01
   8.00000   2    7.400000    3.116150e+00   -1.301266e-01
   8.00000   2    7.500000    3.122581e+00   -1.083815e-01
   8.00000   2    7.600000    3.122972e+00   -9.025431e-02
   8.00000   2    7.700000    3.118263e+00   -7.514864e-02
   8.00000   2    7.800000    3.109259e+00   -6.256459e-02
   8.00000   2    7.900000    3.096658e+00   -5.208374e-02
   8.00000   2    8.000000    3.081059e+00   -4.335625e-02
   8.00000   2    8.100000    3.062977e+00   -3.608990e-02
   8.00000   2    8.200000    3.042853e+00   -3.004078e-02
   8.00000   2    8.300000    3.021065e+00   -2.500542e-02
   8.00000   2    8.400000    2.997938e+00   -2.081422e-02
   8.00000   2    8.500000    2.973749e+00   -1.732580e-02
   8.00000   2    8.600000    2.948733e+00   -1.442240e-02
   8.00000   2    8.700000    2.923091e+00   -1.200595e-02
   8.00000   2    8.800000    2.896994e+00   -9.994776e-03
   8.00000   2    8.900000    2.870587e+00   -8.320892e-03
   8.00000   2    9.000000    2.843992e+00   -6.927705e-03
   8.00000   2    9.100000    2.817311e+00   -5.768113e-03
   8.00000   2    9.200000    2.790633e+00   -4.802916e-03
   8.00000   2    9.300000    2.764028e+00   -3.999494e-03
   8.00000   2    9.400000    2.737559e+00   -3.330701e-03
   8.00000   2    9.500000    2.711274e+00   -2.773948e-03
   8.00000   2    9.600000    2.685215e+00   -2.310442e-03
   8.00000   2    9.700000    2.659416e+00   -1.924540e-03
   8.00000   2    9.800000    2.633903e+00   -1.603230e-03
   8.00000   2    9.900000    2.608699e+00   -1.335682e-03
   8.00000   2   10.000000    2.583820e+00   -1.112885e-03
   8.00000   2   10.100000    2.559280e+00   -9.273396e-04
   8.00000   2   10.200000    2.535087e+00   -7.728054e-04
   8.00000   2   10.300000    2.511249e+00   -6.440889e-04
   8.00000   2   10.400000    2.487771e+00   -5.368676e-04
   8.00000   2   10.500000    2.464654e+00   -4.475442e-04
   8.00000   2   10.600000    2.441900e+00   -3.731243e-04
   8.00000   2   10.700000    2.419507e+00   -3.111154e-04
   8.00000   2   10.800000    2.397473e+00   -2.594426e-04
   8.00000   2   10.900000    2.375797e+00   -2.163788e-04
   8.00000   2   11.000000    2.354473e+00   -1.804858e-04
   8.00000   2   11.100000    2.333499e+00   -1.505665e-04
   8.00000   2   11.200000    2.312868e+00   -1.256238e-04
   8.00000   2   11.300000    2.292576e+00   -1.048276e-04
   8.00000   2   11.400000    2.272618e+00   -8.748649e-05
   8.00000   2   11.500000    2.252987e+00   -7.302474e-05
   8.00000   2   11.600000    2.233678e+00   -6.096272e-05
   8.00000   2   11.700000    2.214684e+00   -5.090093e-05
   8.00000   2   11.800000    2.195999e+00   -4.250657e-05
   8.00000   2   11.900000    2.177618e+00   -3.550235e-05
   8.00000   2   12.000000    2.159533e+00   -2.965725e-05
   8.00000   2   12.100000    2.141740e+00   -2.477873e-05
   8.00000   2   12.200000    2.124231e+00   -2.070635e-05
   8.00000   2   12.300000    2.107000e+00   -1.730639e-05
   8.00000   2   12.400000    2.090043e+00   -1.446738e-05
   8.00000   2   12.500000    2.073352e+00   -1.209638e-05
   8.00000   2   12.600000    2.056923e+00   -1.011591e-05
   8.00000   2   12.700000    2.040749e+00   -8.461379e-06
   8.00000   2   12.800000    2.024824e+00   -7.078894e-06
   8.00000   2   12.900000    2.009144e+00   -5.923521e-06
   8.00000   2   13.000000    1.993704e+00   -4.957774e-06
   8.00000   2   13.100000    1.978497e+00   -4.150380e-06
   8.00000   2   13.200000    1.963519e+00   -3.475245e-06
   8.00000   2   13.300000    1.948764e+00   -2.910592e-06
   8.00000   2   13.400000    1.934229e+00   -2.438247e-06
   8.00000   2   13.500000    1.919908e+00   -2.043038e-06
   8.00000   2   13.600000    1.905797e+00   -1.712299e-06
   8.00000   2   13.700000    1.891891e+00   -1.435454e-06
   8.00000   2   13.800000    1.878186e+00   -1.203670e-06
   8.00000   2   13.900000    1.864678e+00   -1.009569e-06
   8.00000   2   14.000000    1.851362e+00   -8.469876e-07
   8.00000   2   14.100000    1.838234e+00   -7.107753e-07
   8.00000   2   14.200000    1.825291e+00   -5.966283e-07
   8.00000   2   14.300000    1.812529e+00   -5.009489e-07
   8.00000   2   14.400000    1.799944e+00   -4.207294e-07
   8.00000   2   14.500000    1.787532e+00   -3.534549e-07
   8.00000   2   14.600000    1.775290e+00   -2.970220e-07
   8.00000   2   14.700000    1.763214e+00   -2.496712e-07
   8.00000   2   14.800000    1.751302e+00   -2.099302e-07
   8.00000   2   14.900000    1.739549e+00   -1.765672e-07
   8.00000   2   15.000000    1.727953e+00   -1.485507e-07
  10.00000   1    0.100000   -4.838904e+01   -8.425229e-01
  10.00000   1    0.200000   -4.836752e+01   -8.440625e-01
  10.00000   1    0.300000   -4.834256e+01   -8.459325e-01
  10.00000   1    0.400000   -4.831363e+01   -8.482029e-01
  10.00000   1    0.500000   -4.828010e+01   -8.509581e-01
  10.00000   1    0.600000   -4.824125e+01   -8.543004e-01
  10.00000   1    0.700000   -4.819624e+01   -8.583530e-01
  10.00000   1    0.800000   -4.814412e+01   -8.632649e-01
  10.00000   1    0.900000   -4.808376e+01   -8.692154e-01
  10.00000   1    1.000000   -4.801392e+01   -8.764209e-01
  10.00000   1    1.100000   -4.793311e+01   -8.851420e-01
  10.00000   1    1.200000   -4.783968e+01   -8.956919e-01
  10.00000   1    1.300000   -4.773171e+01   -9.084470e-01
  10.00000   1    1.400000   -4.760702e+01   -9.238588e-01
  10.00000   1    1.500000   -4.746313e+01   -9.424678e-01
  10.00000   1    1.600000   -4.729724e+01   -9.649202e-01
  10.00000   1    1.700000   -4.710617e+01   -9.919859e-01
  10.00000   1    1.800000   -4.688637e+01   -1.024580e+00
  10.00000   1    1.900000   -4.663384e+01   -1.063786e+00
  10.00000   1    2.000000   -4.634418e+01   -1.110880e+00
  10.00000   1    2.100000   -4.601250e+01   -1.167359e+00
  10.00000   1    2.200000   -4.563350e+01   -1.234966e+00
  10.00000   1    2.300000   -4.520142e+01   -1.315712e+00
  10.00000   1    2.400000   -4.471015e+01   -1.411895e+00
  10.00000   1    2.500000   -4.415325e+01   -1.526106e+00
  10.00000   1    2.600000   -4.352412e+01   -1.661213e+00
  10.00000   1    2.700000   -4.281613e+01   -1.820328e+00
  10.00000   1    2.800000   -4.202285e+01   -2.006715e+00
  10.00000   1    2.900000   -4.113834e+01   -2.223664e+00
  10.00000   1    3.000000   -4.015744e+01   -2.474273e+00
  10.00000   1    3.100000   -3.907617e+01   -2.761150e+00
  10.00000   1    3.200000   -3.789215e+01   -3.086014e+00
  10.00000   1    3.300000   -3.660501e+01   -3.449178e+00
  10.00000   1    3.400000   -3.521675e+01   -3.848955e+00
  10.00000   1    3.500000   -3.373214e+01   -4.281002e+00
  10.00000   1    3.600000   -3.215885e+01   -4.737704e+00
  10.00000   1    3.700000   -3.050761e+01   -5.207714e+00
  10.00000   1    3.800000   -2.879197e+01   -5.675799e+00
  10.00000   1    3.900000   -2.702808e+01   -6.123183e+00
  10.00000   1    4.000000   -2.523405e+01   -6.528493e+00
  10.00000   1    4.100000   -2.342930e+01   -6.869374e+00
  10.00000   1    4.200000   -2.163374e+01   -7.124647e+00
  10.00000   1    4.300000   -1.986684e+01   -7.276729e+00
  10.00000   1    4.400000   -1.814686e+01   -7.313891e+00
  10.00000   1    4.500000   -1.649010e+01   -7.231887e+00
  10.00000   1    4.600000   -1.491035e+01   -7.034584e+00
  10.00000   1    4.700000   -1.341855e+01   -6.733444e+00
  10.00000   1    4.800000   -1.202262e+01   -6.345972e+00
  10.00000   1    4.900000   -1.072753e+01   -5.893498e+00
  10.00000   1    5.000000   -9.535507e+00   -5.398734e+00
  10.00000   1    5.100000   -8.446338e+00   -4.883565e+00
  10.00000   1    5.200000   -7.457779e+00   -4.367359e+00
  10.00000   1    5.300000   -6.565966e+00   -3.865941e+00
  10.00000   1    5.400000   -5.765824e+00   -3.391195e+00
  10.00000   1    5.500000   -5.051449e+00   -2.951167e+00
  10.00000   1    5.600000   -4.416442e+00   -2.550512e+00
  10.00000   1    5.700000   -3.854183e+00   -2.191108e+00
  10.00000   1    5.800000   -3.358056e+00   -1.872715e+00
  10.00000   1    5.900000   -2.921615e+00   -1.593596e+00
  10.00000   1    6.000000   -2.538710e+00   -1.351048e+00
  10.00000   1    6.100000   -2.203563e+00   -1.141824e+00
  10.00000   1    6.200000   -1.910821e+00   -9.624509e-01
  10.00000   1    6.300000   -1.655581e+00   -8.094581e-01
  10.00000   1    6.400000   -1.433385e+00   -6.795231e-01
  10.00000   1    6.500000   -1.240222e+00   -5.695636e-01
  10.00000   1    6.600000   -1.072496e+00   -4.767842e-01
  10.00000   1    6.700000   -9.270091e-01   -3.986933e-01
  10.00000   1    6.800000   -8.009244e-01   -3.330996e-01
  10.00000   1    6.900000   -6.917396e-01   -2.780963e-01
  10.00000   1    7.000000   -5.972529e-01   -2.320381e-01
  10.00000   1    7.100000   -5.155334e-01   -1.935149e-01
  10.00000   1    7.200000   -4.448914e-01   -1.613244e-01
  10.00000   1    7.300000   -3.838518e-01   -1.344468e-01
  10.00000   1    7.400000   -3.311293e-01   -1.120195e-01
  10.00000   1    7.500000   -2.856053e-01   -9.331532e-02
  10.00000   1    7.600000   -2.463080e-01   -7.772284e-02
  10.00000   1    7.700000   -2.123939e-01   -6.472879e-02
  10.00000   1    7.800000   -1.831318e-01   -5.390307e-02
  10.00000   1    7.900000   -1.578880e-01   -4.488576e-02
  10.00000   1    8.000000   -1.361141e-01   -3.737602e-02
  10.00000   1    8.100000   -1.173357e-01   -3.112257e-02
  10.00000   1    8.200000   -1.011426e-01   -2.591571e-02
  10.00000   1    8.300000   -8.718021e-02   -2.158056e-02
  10.00000   1    8.400000   -7.514229e-02   -1.797130e-02
  10.00000   1    8.500000   -6.476436e-02   -1.496643e-02
  10.00000   1    8.600000   -5.581807e-02   -1.246475e-02
  10.00000   1    8.700000   -4.810637e-02   -1.038195e-02
  10.00000   1    8.800000   -4.145918e-02   -8.647850e-03
  10.00000   1    8.900000   -3.572980e-02   -7.204003e-03
  10.00000   1    9.000000   -3.079169e-02   -6.001767e-03
  10.00000   1    9.100000   -2.653568e-02   -5.000650e-03
  10.00000   1    9.200000   -2.286766e-02   -4.166952e-03
  10.00000   1    9.300000   -1.970646e-02   -3.472621e-03
  10.00000   1    9.400000   -1.698211e-02   -2.894313e-03
  10.00000   1    9.500000   -1.463427e-02   -2.412598e-03
  10.00000   1    9.600000   -1.261095e-02   -2.011304e-03
  10.00000   1    9.700000   -1.086731e-02   -1.676972e-03
  10.00000   1    9.800000   -9.364707e-03   -1.398401e-03
  10.00000   1    9.900000   -8.069830e-03   -1.166264e-03
  10.00000   1   10.000000   -6.953973e-03   -9.727992e-04
  10.00000   1   10.100000   -5.992392e-03   -8.115459e-04
  10.00000   1   10.200000   -5.163762e-03   -6.771242e-04
  10.00000   1   10.300000   -4.449705e-03   -5.650552e-04
  10.00000   1   10.400000   -3.834382e-03   -4.716097e-04
  10.00000   1   10.500000   -3.304142e-03   -3.936822e-04
  10.00000   1   10.600000   -2.847222e-03   -3.286867e-04
  10.00000   1   10.700000   -2.453486e-03   -2.744694e-04
  10.00000   1   10.800000   -2.114196e-03   -2.292360e-04
  10.00000   1   10.900000   -1.821824e-03   -1.914923e-04
  10.00000   1   11.000000   -1.569883e-03   -1.599930e-04
  10.00000   1   11.100000   -1.352782e-03   -1.337009e-04
  10.00000   1   11.200000   -1.165704e-03   -1.117515e-04
  10.00000   1   11.300000   -1.004496e-03   -9.342428e-05
  10.00000   1   11.400000   -8.655816e-04   -7.811890e-05
  10.00000   1   11.500000   -7.458778e-04   -6.533477e-05
  10.00000   1   11.600000   -6.427280e-04   -5.465460e-05
  10.00000   1   11.700000   -5.538429e-04   -4.573042e-05
  10.00000   1   11.800000   -4.772500e-04   -3.827206e-05
  10.00000   1   11.900000   -4.112492e-04   -3.203753e-05
  10.00000   1   12.000000   -3.543759e-04   -2.682494e-05
  10.00000   1   12.100000   -3.053678e-04   -2.246587e-05
  10.00000   1   12.200000   -2.631372e-04   -1.881977e-05
  10.00000   1   12.300000   -2.267468e-04   -1.576937e-05
  10.00000   1   12.400000   -1.953890e-04   -1.321677e-05
  10.00000   1   12.500000   -1.683678e-04   -1.108025e-05
  10.00000   1   12.600000   -1.450834e-04   -9.291560e-06
  10.00000   1   12.700000   -1.250192e-04   -7.793721e-06
  10.00000   1   12.800000   -1.077297e-04   -6.539134e-06
  10.00000   1   12.900000   -9.283122e-05   -5.488032e-06
  10.00000   1   13.000000   -7.999315e-05   -4.607189e-06
  10.00000   1   13.100000   -6.893051e-05   -3.868836e-06
  10.00000   1   13.200000   -5.939778e-05   -3.249760e-06
  10.00000   1   13.300000   -5.118337e-05   -2.730554e-06
  10.00000   1   13.400000   -4.410497e-05   -2.294988e-06
  10.00000   1   13.500000   -3.800548e-05   -1.929488e-06
  10.00000   1   13.600000   -3.274951e-05   -1.622696e-06
  10.00000   1   13.700000   -2.822042e-05   -1.365109e-06
  10.00000   1   13.800000   -2.431768e-05   -1.148773e-06
  10.00000   1   13.900000   -2.095467e-05   -9.670277e-07
  10.00000   1   14.000000   -1.805674e-05   -8.142974e-07
  10.00000   1   14.100000   -1.555959e-05   -6.859111e-07
  10.00000   1   14.200000   -1.340777e-05   -5.779555e-07
  10.00000   1   14.300000   -1.155355e-05   -4.871514e-07
  10.00000   1   14.400000   -9.955749e-06   -4.107498e-07
  10.00000   1   14.500000   -8.578919e-06   -3.464461e-07
  10.00000   1   14.600000   -7.392497e-06   -2.923074e-07
